,circuito,urna,pp1,pp2,pp3,pp4,nv
820,0027,1,38,40,89,76,57
821,0027,2,45,44,84,69,58
822,0027,3,46,45,77,66,66
823,0027,4,46,31,90,78,55
824,0027,5,44,41,76,73,66
825,0027,6,51,38,60,88,63
826,0027,7,45,46,70,78,61
827,0027,8,38,41,105,59,57
828,0027,9,39,47,93,67,54
829,0027,10,36,52,71,81,60
830,0027,11,42,38,91,67,62
831,0027,12,44,44,81,71,60
832,0027,13,38,58,79,73,52
833,0027,14,38,45,87,71,59
834,0027,15,44,34,86,67,69
835,0027,16,43,48,77,70,62
836,0027,17,47,34,66,79,74
837,0027,18,48,41,91,69,51
838,0027,19,47,56,61,78,58
839,0027,20,40,50,69,76,65
840,0027,21,31,49,70,85,65
841,0027,22,46,42,78,65,69
842,0027,23,45,41,76,73,65
843,0027,24,43,42,85,68,62
844,0027,25,49,49,67,71,64
845,0027,26,47,41,68,73,71
846,0027,27,45,51,86,62,56
847,0027,28,56,29,83,76,56
848,0027,29,55,42,75,85,43
849,0027,30,45,50,87,68,50
850,0027,31,36,47,89,70,58
851,0027,32,55,48,70,61,66
852,0027,33,34,43,82,82,59
853,0027,34,41,47,87,64,61
854,0027,35,52,47,80,75,46
855,0027,36,41,49,90,69,51
856,0027,37,37,38,87,87,51
857,0027,38,43,46,77,66,68
858,0027,39,15,17,23,16,7
859,0028,0,55,56,69,64,56
860,0028,1,54,68,55,66,57
861,0028,2,58,58,71,61,52
862,0028,3,48,65,65,67,55
863,0028,4,55,61,64,59,61
864,0028,5,48,56,66,71,59
865,0028,6,41,55,61,87,56
866,0028,7,59,67,57,71,46
867,0028,8,61,56,47,71,65
868,0028,9,46,43,83,65,63
869,0028,10,45,70,60,64,61
870,0028,11,55,44,63,71,67
871,0028,12,39,70,60,64,67
872,0028,13,41,49,69,75,66
873,0028,14,50,53,73,61,63
874,0028,15,32,61,76,72,59
875,0028,16,50,53,75,58,64
876,0028,17,59,56,57,74,54
877,0028,18,53,46,63,69,69
878,0028,19,58,46,71,65,60
879,0028,20,48,51,71,68,62
880,0028,21,44,47,72,85,52
881,0028,22,41,66,70,69,54
882,0028,23,43,52,63,81,61
883,0028,24,38,61,64,75,62
884,0028,25,49,52,80,52,67
885,0028,26,51,42,67,78,62
886,0028,27,43,59,72,65,61
887,0028,28,42,55,70,69,64
888,0028,29,36,59,90,62,53
889,0028,30,48,48,54,84,66
890,0028,31,37,52,85,67,59
891,0028,32,46,66,59,72,57
892,0028,33,49,59,70,72,50
893,0028,34,44,48,76,78,54
894,0028,35,40,70,53,72,65
895,0028,36,49,57,62,70,62
896,0028,37,54,59,59,75,53
897,0028,38,37,61,63,75,64
898,0028,39,49,52,75,75,49
899,0028,40,45,63,74,61,57
900,0028,41,57,56,68,70,49
901,0028,42,45,58,72,64,61
902,0028,43,42,59,79,65,55
903,0028,44,55,61,63,65,56
904,0028,45,52,62,47,72,67
905,0028,46,48,58,69,71,54
906,0028,47,44,52,73,68,63
907,0028,48,44,72,68,60,56
908,0028,49,46,60,67,55,72
909,0028,50,50,57,65,70,58
910,0028,51,37,50,82,79,52
911,0028,52,33,63,77,69,58
912,0028,53,52,49,67,78,54
913,0028,54,43,68,70,62,57
914,0028,55,36,58,70,76,60
915,0028,56,41,50,65,87,57
916,0028,57,50,61,67,67,55
917,0028,58,53,55,74,68,50
918,0028,59,10,16,20,20,15
919,0029,0,51,57,55,67,70
920,0029,1,55,67,62,67,49
921,0029,2,43,60,66,70,61
922,0029,3,55,53,71,70,51
923,0029,4,48,51,63,74,64
924,0029,5,47,61,52,78,62
925,0029,6,61,44,64,66,65
926,0029,7,39,64,59,72,66
927,0029,8,61,52,51,80,56
928,0029,9,45,64,55,70,66
929,0029,10,42,59,60,86,53
930,0029,11,49,68,52,65,66
931,0029,12,55,78,67,48,52
932,0029,13,50,67,59,66,58
933,0029,14,58,59,57,78,48
934,0029,15,43,54,74,72,57
935,0029,16,50,50,79,74,47
936,0029,17,59,58,58,76,49
937,0029,18,51,54,53,63,79
938,0029,19,51,58,77,58,56
939,0029,20,47,58,61,62,72
940,0029,21,59,55,54,67,65
941,0029,22,36,60,61,69,74
942,0029,23,57,57,56,62,68
943,0029,24,53,68,59,54,66
944,0029,25,46,71,65,67,51
945,0029,26,45,60,61,69,65
946,0029,27,49,64,59,71,57
947,0029,28,48,65,56,72,59
948,0029,29,60,46,57,74,63
949,0029,30,51,60,54,71,64
950,0029,31,53,56,70,66,55
951,0029,32,56,55,46,85,58
952,0029,33,47,70,63,53,67
953,0029,34,38,69,74,73,46
954,0029,35,44,57,58,72,69
955,0029,36,39,60,49,83,69
956,0029,37,49,67,60,59,65
957,0029,38,62,54,60,73,51
958,0029,39,12,18,12,11,13
959,0030,0,63,87,36,58,56
960,0030,1,58,82,43,57,60
961,0030,2,67,72,47,50,64
962,0030,3,62,71,48,54,65
963,0030,4,70,83,35,56,56
964,0030,5,51,83,43,66,57
965,0030,6,53,80,49,54,64
966,0030,7,56,76,46,55,67
967,0030,8,65,67,58,53,57
968,0030,9,51,84,44,54,67
969,0030,10,61,83,43,51,62
970,0030,11,62,71,47,67,53
971,0030,12,60,64,49,65,62
972,0030,13,51,87,49,64,49
973,0030,14,68,83,50,53,46
974,0030,15,55,98,37,60,50
975,0030,16,66,96,39,51,48
976,0030,17,59,77,39,57,68
977,0030,18,50,83,51,48,68
978,0030,19,61,67,58,61,53
979,0030,20,70,70,50,52,58
980,0030,21,50,84,52,56,58
981,0030,22,52,72,48,77,51
982,0030,23,63,80,43,55,59
983,0030,24,60,80,43,59,58
984,0030,25,61,71,37,63,68
985,0030,26,72,67,46,69,46
986,0030,27,61,87,38,52,62
987,0030,28,64,78,44,56,58
988,0030,29,66,65,58,59,52
989,0030,30,55,72,43,65,65
990,0030,31,47,95,38,72,48
991,0030,32,61,81,40,64,54
992,0030,33,58,78,44,49,71
993,0030,34,58,79,34,71,58
994,0030,35,61,74,37,59,69
995,0030,36,60,87,42,54,57
996,0030,37,22,19,12,26,18
997,0031,0,65,62,49,58,66
998,0031,1,63,71,52,47,67
999,0031,2,63,61,55,60,61
1000,0031,3,56,88,47,48,61
1001,0031,4,51,70,56,63,60
1002,0031,5,70,64,51,64,51
1003,0031,6,49,82,54,64,51
1004,0031,7,69,59,48,57,67
1005,0031,8,69,73,40,61,57
1006,0031,9,65,69,41,60,65
1007,0031,10,58,62,63,69,48
1008,0031,11,61,54,66,60,59
1009,0031,12,55,77,57,52,59
1010,0031,13,48,77,47,62,66
1011,0031,14,50,78,51,47,74
1012,0031,15,59,71,56,44,70
1013,0031,16,59,76,48,54,63
1014,0031,17,69,62,45,57,67
1015,0031,18,62,76,41,74,47
1016,0031,19,58,84,40,78,40
1017,0031,20,68,84,43,58,47
1018,0031,21,58,70,50,62,60
1019,0031,22,63,57,57,63,60
1020,0031,23,51,66,56,61,66
1021,0031,24,38,64,55,77,66
1022,0031,25,59,70,39,65,67
1023,0031,26,44,73,47,62,74
1024,0031,27,52,79,47,61,61
1025,0031,28,51,78,54,64,53
1026,0031,29,60,73,56,56,55
1027,0031,30,62,58,54,68,58
1028,0031,31,67,56,45,70,62
1029,0031,32,60,61,54,57,68
1030,0031,33,45,77,47,73,58
1031,0031,34,68,74,43,61,54
1032,0031,35,58,68,57,53,64
1033,0031,36,56,77,53,54,60
1034,0031,37,56,84,52,50,58
1035,0031,38,52,77,48,60,63
1036,0031,39,29,49,29,29,35
1037,0032,0,61,86,48,47,58
1038,0032,1,64,69,42,57,68
1039,0032,2,48,80,49,56,67
1040,0032,3,71,62,55,48,64
1041,0032,4,65,67,56,55,57
1042,0032,5,58,77,51,55,59
1043,0032,6,58,68,62,55,57
1044,0032,7,75,73,49,41,62
1045,0032,8,66,79,45,53,57
1046,0032,9,62,71,55,54,58
1047,0032,10,77,61,47,46,69
1048,0032,11,74,70,49,57,50
1049,0032,12,61,76,44,62,57
1050,0032,13,64,72,57,49,58
1051,0032,14,63,75,57,52,53
1052,0032,15,72,72,41,60,55
1053,0032,16,65,73,52,49,61
1054,0032,17,56,86,40,66,52
1055,0032,18,71,62,53,62,52
1056,0032,19,63,73,42,60,62
1057,0032,20,69,62,39,57,73
1058,0032,21,64,75,63,48,50
1059,0032,22,68,61,51,57,63
1060,0032,23,68,80,45,43,64
1061,0032,24,51,87,53,50,59
1062,0032,25,79,74,46,43,58
1063,0032,26,63,81,44,57,55
1064,0032,27,59,72,41,61,67
1065,0032,28,57,85,43,64,51
1066,0032,29,75,69,48,50,58
1067,0032,30,57,63,60,51,69
1068,0032,31,60,60,66,54,60
1069,0032,32,67,70,52,55,56
1070,0032,33,64,63,41,66,66
1071,0032,34,19,15,11,13,16
1072,0033,0,65,80,40,58,57
1073,0033,1,49,62,60,62,67
1074,0033,2,54,67,61,50,68
1075,0033,3,61,78,51,54,56
1076,0033,4,68,82,44,47,59
1077,0033,5,66,66,48,64,56
1078,0033,6,61,67,44,54,74
1079,0033,7,63,62,55,50,70
1080,0033,8,63,78,42,59,58
1081,0033,9,60,66,46,64,64
1082,0033,10,62,83,34,58,63
1083,0033,11,64,71,61,57,47
1084,0033,12,62,76,55,47,60
1085,0033,13,60,77,56,48,59
1086,0033,14,77,60,46,55,62
1087,0033,15,69,69,42,53,67
1088,0033,16,59,81,45,66,49
1089,0033,17,54,68,37,69,72
1090,0033,18,61,79,47,65,48
1091,0033,19,54,72,45,66,63
1092,0033,20,83,70,56,37,54
1093,0033,21,52,74,63,54,57
1094,0033,22,62,65,60,57,56
1095,0033,23,71,88,48,43,50
1096,0033,24,67,66,56,49,62
1097,0033,25,66,84,38,52,60
1098,0033,26,73,74,39,58,56
1099,0033,27,55,74,50,59,62
1100,0033,28,72,69,48,53,58
1101,0033,29,0,0,2,1,1
1102,0034,0,67,72,60,45,56
1103,0034,1,60,72,42,57,69
1104,0034,2,69,71,43,50,67
1105,0034,3,83,64,52,49,52
1106,0034,4,66,73,40,45,76
1107,0034,5,75,74,39,50,62
1108,0034,6,63,81,40,58,58
1109,0034,7,64,74,58,47,57
1110,0034,8,79,76,46,37,62
1111,0034,9,80,57,62,54,47
1112,0034,10,71,75,52,46,56
1113,0034,11,69,78,36,54,63
1114,0034,12,81,57,44,53,65
1115,0034,13,54,82,46,56,62
1116,0034,14,66,69,47,60,58
1117,0034,15,67,65,48,58,62
1118,0034,16,67,82,40,43,68
1119,0034,17,68,70,49,46,67
1120,0034,18,59,80,46,54,61
1121,0034,19,67,71,41,61,60
1122,0034,20,76,69,45,54,56
1123,0034,21,62,73,43,57,65
1124,0034,22,81,81,47,32,59
1125,0034,23,82,67,41,48,62
1126,0034,24,71,67,45,57,60
1127,0034,25,73,86,36,53,52
1128,0034,26,66,72,48,52,62
1129,0034,27,68,68,46,50,68
1130,0034,28,66,77,46,51,60
1131,0034,29,59,79,38,65,59
1132,0034,30,76,57,68,47,52
1133,0034,31,67,84,53,51,45
1134,0034,32,53,84,51,43,69
1135,0034,33,63,73,43,52,69
1136,0034,34,71,70,45,57,57
1137,0034,35,76,79,43,50,52
1138,0034,36,72,64,45,59,60
1139,0034,37,66,76,46,41,71
1140,0034,38,59,103,42,48,48
1141,0034,39,57,69,54,48,72
1142,0034,40,70,79,49,41,61
1143,0034,41,90,75,50,39,46
1144,0034,42,51,88,38,54,69
1145,0034,43,82,83,37,45,53
1146,0034,44,69,85,47,46,53
1147,0034,45,70,80,37,54,59
1148,0034,46,57,80,45,50,52
1149,0035,0,80,83,41,41,55
1150,0035,1,72,77,48,45,58
1151,0035,2,84,69,42,47,58
1152,0035,3,73,74,45,47,61
1153,0035,4,80,68,43,37,72
1154,0035,5,80,73,40,50,57
1155,0035,6,80,72,41,54,53
1156,0035,7,70,64,48,53,65
1157,0035,8,77,69,48,44,62
1158,0035,9,66,78,39,47,70
1159,0035,10,86,65,42,45,62
1160,0035,11,76,81,50,46,47
1161,0035,12,70,66,38,62,64
1162,0035,13,72,62,47,66,53
1163,0035,14,69,58,46,53,74
1164,0035,15,86,81,40,36,57
1165,0035,16,71,77,43,55,54
1166,0035,17,72,83,44,48,53
1167,0035,18,66,83,48,49,54
1168,0035,19,69,81,39,57,54
1169,0035,20,65,58,57,55,65
1170,0035,21,68,75,43,43,71
1171,0035,22,73,71,50,53,53
1172,0035,23,57,81,47,49,66
1173,0035,24,67,68,49,54,62
1174,0035,25,62,85,45,44,64
1175,0035,26,69,88,40,37,66
1176,0035,27,79,79,41,45,56
1177,0035,28,77,66,38,49,70
1178,0035,29,72,64,47,55,62
1179,0035,30,84,78,38,43,57
1180,0035,31,70,84,37,54,55
1181,0035,32,85,69,31,53,62
1182,0035,33,65,79,50,47,59
1183,0035,34,73,79,35,51,62
1184,0035,35,71,81,46,49,53
1185,0035,36,64,84,39,48,65
1186,0035,37,70,76,47,40,67
1187,0035,38,71,88,33,36,72
1188,0035,39,75,68,44,51,62
1189,0035,40,78,80,35,38,69
1190,0035,41,21,24,11,16,15
1191,0036,0,62,87,44,48,59
1192,0036,1,72,67,47,54,60
1193,0036,2,79,73,44,57,47
1194,0036,3,70,70,52,48,60
1195,0036,4,76,62,47,46,69
1196,0036,5,85,71,46,43,55
1197,0036,6,66,71,46,48,69
1198,0036,7,79,60,56,53,52
1199,0036,8,82,57,46,59,56
1200,0036,9,71,79,51,56,43
1201,0036,10,83,69,51,41,56
1202,0036,11,67,81,31,61,60
1203,0036,12,79,71,43,48,59
1204,0036,13,74,73,56,49,48
1205,0036,14,73,81,42,50,54
1206,0036,15,69,66,52,46,67
1207,0036,16,73,69,56,44,58
1208,0036,17,72,66,62,31,69
1209,0036,18,83,73,51,39,54
1210,0036,19,71,71,33,56,69
1211,0036,20,63,64,56,51,66
1212,0036,21,68,86,47,43,56
1213,0036,22,81,73,42,39,65
1214,0036,23,62,78,48,61,51
1215,0036,24,67,73,51,63,46
1216,0036,25,83,74,41,47,55
1217,0036,26,40,34,26,19,35
1218,0037,0,73,70,47,44,66
1219,0037,1,78,84,48,39,51
1220,0037,2,77,72,45,45,61
1221,0037,3,81,79,40,45,55
1222,0037,4,71,82,41,41,65
1223,0037,5,78,87,29,50,56
1224,0037,6,78,78,41,35,68
1225,0037,7,65,78,48,42,67
1226,0037,8,72,74,36,64,54
1227,0037,9,67,83,46,37,67
1228,0037,10,69,94,45,31,61
1229,0037,11,60,85,60,37,58
1230,0037,12,78,63,47,49,63
1231,0037,13,57,84,38,53,68
1232,0037,14,67,74,46,52,61
1233,0037,15,62,81,46,48,63
1234,0037,16,68,83,48,42,59
1235,0037,17,73,73,49,45,60
1236,0037,18,63,78,52,51,56
1237,0037,19,77,87,36,40,60
1238,0037,20,78,69,42,43,68
1239,0037,21,74,74,40,46,66
1240,0037,22,64,82,48,48,58
1241,0037,23,64,78,43,49,66
1242,0037,24,68,77,44,44,67
1243,0037,25,75,75,43,52,55
1244,0037,26,80,72,38,50,60
1245,0037,27,64,90,40,47,59
1246,0037,28,74,61,40,56,69
1247,0037,29,69,73,47,44,67
1248,0037,30,72,86,41,41,60
1249,0037,31,82,90,37,36,55
1250,0037,32,61,56,32,40,59
1251,0038,0,80,76,38,45,61
1252,0038,1,77,73,49,45,56
1253,0038,2,78,66,45,47,64
1254,0038,3,74,72,42,52,60
1255,0038,4,75,72,46,41,66
1256,0038,5,68,78,51,45,58
1257,0038,6,71,86,42,48,53
1258,0038,7,65,82,46,49,58
1259,0038,8,72,79,57,32,60
1260,0038,9,77,80,40,42,61
1261,0038,10,77,74,58,42,49
1262,0038,11,77,78,44,40,61
1263,0038,12,67,76,55,44,58
1264,0038,13,81,80,53,36,50
1265,0038,14,61,80,36,61,62
1266,0038,15,62,83,43,51,61
1267,0038,16,77,80,39,52,52
1268,0038,17,63,61,40,52,84
1269,0038,18,72,66,51,42,69
1270,0038,19,71,76,51,43,59
1271,0038,20,76,74,45,47,58
1272,0038,21,76,87,44,49,44
1273,0038,22,69,76,46,46,63
1274,0038,23,83,82,34,43,58
1275,0038,24,57,79,53,41,70
1276,0038,25,72,75,51,47,55
1277,0038,26,70,68,52,40,70
1278,0038,27,79,68,50,50,53
1279,0038,28,60,79,51,55,55
1280,0038,29,75,76,55,40,54
1281,0038,30,66,76,38,59,61
1282,0038,31,69,71,52,48,60
1283,0038,32,71,76,51,38,64
1284,0038,33,85,59,57,35,64
1285,0038,34,74,66,53,48,59
1286,0038,35,72,75,63,38,52
1287,0038,36,59,68,51,57,65
1288,0038,37,79,66,51,49,55
1289,0038,38,72,84,46,55,43
1290,0038,39,69,67,52,57,55
1291,0038,40,1,1,0,1,0
1292,0039,0,75,78,48,47,52
1293,0039,1,77,66,51,49,57
1294,0039,2,64,81,49,48,58
1295,0039,3,72,74,47,42,65
1296,0039,4,56,73,55,56,60
1297,0039,5,68,81,47,52,52
1298,0039,6,79,77,41,41,62
1299,0039,7,65,66,46,61,62
1300,0039,8,77,77,43,52,51
1301,0039,9,79,69,48,43,61
1302,0039,10,67,62,64,46,61
1303,0039,11,77,70,44,42,67
1304,0039,12,71,68,50,42,69
1305,0039,13,73,89,45,41,52
1306,0039,14,60,71,49,53,67
1307,0039,15,62,76,51,50,61
1308,0039,16,75,64,43,52,66
1309,0039,17,78,79,42,45,56
1310,0039,18,78,80,42,45,55
1311,0039,19,81,70,46,47,56
1312,0039,20,76,71,36,46,71
1313,0039,21,80,70,49,46,55
1314,0039,22,73,85,41,40,61
1315,0039,23,71,70,63,49,47
1316,0039,24,75,81,38,49,57
1317,0039,25,76,87,39,50,48
1318,0039,26,77,69,48,48,58
1319,0039,27,64,78,38,50,70
1320,0039,28,80,74,42,42,62
1321,0039,29,72,62,50,48,68
1322,0039,30,75,73,53,51,48
1323,0039,31,62,80,46,48,64
1324,0039,32,75,63,50,45,67
1325,0039,33,72,80,39,42,67
1326,0039,34,75,79,38,53,55
1327,0039,35,73,80,54,35,58
1328,0039,36,94,71,48,36,51
1329,0039,37,63,95,37,42,63
1330,0039,38,72,61,50,56,61
1331,0039,39,78,70,43,46,63
1332,0039,40,24,17,8,13,15
1333,0040,0,70,65,49,61,55
1334,0040,1,65,70,55,51,59
1335,0040,2,82,61,43,47,67
1336,0040,3,77,77,52,40,54
1337,0040,4,76,70,43,43,68
1338,0040,5,67,54,53,46,80
1339,0040,6,78,61,46,61,54
1340,0040,7,72,68,42,48,70
1341,0040,8,60,54,61,51,74
1342,0040,9,76,62,51,51,60
1343,0040,10,75,63,35,68,59
1344,0040,11,63,69,51,61,56
1345,0040,12,64,72,67,46,51
1346,0040,13,77,71,54,42,56
1347,0040,14,87,55,55,56,47
1348,0040,15,67,58,59,37,79
1349,0040,16,70,66,60,46,58
1350,0040,17,69,71,52,51,57
1351,0040,18,77,61,50,63,49
1352,0040,19,74,75,52,42,57
1353,0040,20,81,61,50,47,61
1354,0040,21,74,70,36,55,65
1355,0040,22,70,56,42,56,76
1356,0040,23,79,64,60,41,56
1357,0040,24,82,57,64,42,55
1358,0040,25,72,67,55,51,55
1359,0040,26,73,75,48,46,58
1360,0040,27,25,19,20,23,20
1361,0041,0,73,78,52,38,59
1362,0041,1,63,63,64,48,62
1363,0041,2,79,75,49,38,59
1364,0041,3,79,74,47,52,48
1365,0041,4,87,73,47,36,57
1366,0041,5,77,58,56,49,60
1367,0041,6,69,57,47,50,77
1368,0041,7,54,82,45,61,58
1369,0041,8,69,64,51,59,57
1370,0041,9,68,73,45,45,69
1371,0041,10,67,79,44,52,58
1372,0041,11,66,62,63,48,61
1373,0041,12,66,62,43,69,60
1374,0041,13,81,72,44,41,62
1375,0041,14,59,81,54,54,52
1376,0041,15,83,64,51,49,53
1377,0041,16,84,72,42,45,57
1378,0041,17,92,74,52,44,38
1379,0041,18,74,74,52,39,61
1380,0041,19,71,58,53,48,70
1381,0041,20,94,68,29,56,53
1382,0041,21,67,69,47,56,61
1383,0041,22,79,76,41,47,57
1384,0041,23,75,76,46,39,64
1385,0041,24,67,80,46,50,57
1386,0041,25,73,71,47,41,68
1387,0041,26,69,70,62,45,54
1388,0041,27,78,66,60,37,59
1389,0041,28,82,63,52,61,42
1390,0041,29,86,59,45,48,62
1391,0041,30,74,68,43,53,62
1392,0041,31,75,73,43,51,58
1393,0041,32,75,63,57,51,54
1394,0041,33,72,55,65,49,59
1395,0041,34,74,73,56,49,48
1396,0041,35,69,68,51,47,65
1397,0041,36,62,72,56,44,66
1398,0041,37,70,91,52,45,42
1399,0041,38,65,71,51,53,60
1400,0041,39,73,75,54,48,50
1401,0041,40,55,76,46,53,70
1402,0041,41,67,87,39,48,59
1403,0041,42,82,60,41,47,70
1404,0041,43,64,62,61,41,72
1405,0041,44,68,63,53,54,62
1406,0041,45,56,81,45,50,68
1407,0041,46,63,75,50,47,65
1408,0041,47,76,79,36,52,57
1409,0041,48,68,64,60,56,52
1410,0041,49,75,65,52,46,62
1411,0041,50,79,82,51,40,48
1412,0041,51,77,80,40,41,62
1413,0041,52,83,60,59,42,56
1414,0041,53,38,30,34,29,22
1415,0042,0,62,59,69,55,55
1416,0042,1,60,77,52,44,67
1417,0042,2,71,79,47,58,45
1418,0042,3,59,67,62,50,62
1419,0042,4,79,65,47,51,58
1420,0042,5,75,70,56,51,48
1421,0042,6,67,64,54,53,62
1422,0042,7,71,69,52,56,52
1423,0042,8,70,60,52,63,55
1424,0042,9,59,73,47,52,69
1425,0042,10,75,74,44,52,55
1426,0042,11,63,74,40,62,61
1427,0042,12,66,70,49,41,74
1428,0042,13,73,69,51,46,61
1429,0042,14,76,64,44,51,65
1430,0042,15,61,78,48,47,66
1431,0042,16,58,62,58,56,66
1432,0042,17,72,58,49,61,60
1433,0042,18,67,69,56,47,61
1434,0042,19,75,71,44,43,67
1435,0042,20,67,70,55,51,57
1436,0042,21,67,69,48,53,63
1437,0042,22,76,55,56,40,73
1438,0042,23,77,67,57,51,48
1439,0042,24,63,79,47,54,57
1440,0042,25,79,60,61,50,50
1441,0042,26,69,69,47,62,53
1442,0042,27,69,63,47,65,56
1443,0042,28,59,59,56,67,59
1444,0042,29,70,69,42,59,60
1445,0042,30,73,68,51,56,52
1446,0042,31,67,75,49,56,53
1447,0042,32,74,62,52,56,56
1448,0042,33,70,61,49,57,63
1449,0042,34,64,53,55,47,81
1450,0042,35,72,57,55,55,61
1451,0042,36,71,65,49,55,60
1452,0042,37,77,72,51,54,46
1453,0042,38,72,71,37,61,59
1454,0042,39,71,65,53,55,56
1455,0042,40,57,66,58,48,71
1456,0042,41,88,65,48,42,57
1457,0042,42,61,68,53,58,60
1458,0042,43,85,53,59,53,50
1459,0042,44,55,63,54,59,69
1460,0042,45,69,74,50,50,57
1461,0042,46,73,56,60,50,61
1462,0042,47,43,41,44,46,42
1463,0043,0,69,155,5,8,63
1464,0043,1,68,163,4,6,59
1465,0043,2,61,169,6,9,55
1466,0043,3,68,151,4,12,65
1467,0043,4,51,163,10,14,62
1468,0043,5,52,172,7,13,56
1469,0043,6,51,163,8,16,62
1470,0043,7,68,159,7,8,58
1471,0043,8,57,167,5,13,58
1472,0043,9,60,163,6,9,62
1473,0043,10,66,154,8,9,63
1474,0043,11,56,162,3,7,72
1475,0043,12,59,153,7,14,67
1476,0043,13,67,153,3,15,62
1477,0043,14,69,160,4,16,51
1478,0043,15,51,180,9,9,51
1479,0043,16,75,154,12,12,47
1480,0043,17,55,170,7,12,56
1481,0043,18,71,154,9,14,52
1482,0043,19,63,143,7,16,71
1483,0043,20,67,153,8,10,62
1484,0043,21,87,142,10,10,51
1485,0043,22,53,167,8,13,59
1486,0043,23,68,154,7,12,59
1487,0043,24,58,166,8,10,58
1488,0043,25,60,166,6,6,62
1489,0043,26,61,160,7,12,60
1490,0043,27,69,158,6,5,62
1491,0043,28,67,162,3,6,62
1492,0043,29,67,152,12,11,58
1493,0043,30,66,161,9,9,55
1494,0043,31,68,161,9,6,56
1495,0043,32,66,178,5,10,41
1496,0043,33,55,163,8,6,68
1497,0043,34,60,158,2,6,74
1498,0043,35,57,166,6,12,59
1499,0043,36,17,70,1,4,22
1500,0044,0,65,144,10,14,67
1501,0044,1,59,154,11,26,50
1502,0044,2,62,154,13,16,55
1503,0044,3,63,149,10,16,62
1504,0044,4,67,137,10,19,67
1505,0044,5,64,142,19,19,56
1506,0044,6,57,144,15,14,70
1507,0044,7,55,143,14,18,70
1508,0044,8,69,132,17,16,66
1509,0044,9,60,165,6,16,53
1510,0044,10,61,150,18,16,55
1511,0044,11,62,143,11,19,65
1512,0044,12,79,140,10,13,58
1513,0044,13,55,139,9,18,79
1514,0044,14,68,134,10,20,68
1515,0044,15,63,156,11,13,57
1516,0044,16,54,157,18,13,58
1517,0044,17,71,144,14,16,55
1518,0044,18,57,144,24,19,56
1519,0044,19,65,161,13,11,50
1520,0044,20,63,148,12,14,63
1521,0044,21,62,142,12,19,65
1522,0044,22,63,136,12,21,68
1523,0044,23,57,142,16,24,61
1524,0044,24,65,133,16,21,65
1525,0044,25,60,99,9,11,37
1526,0045,0,57,139,12,21,71
1527,0045,1,65,139,20,17,59
1528,0045,2,67,144,12,13,64
1529,0045,3,67,135,9,14,75
1530,0045,4,52,161,10,15,62
1531,0045,5,65,150,6,22,57
1532,0045,6,51,163,10,10,66
1533,0045,7,54,155,16,8,67
1534,0045,8,61,146,15,18,60
1535,0045,9,72,149,9,11,59
1536,0045,10,54,145,14,25,62
1537,0045,11,79,140,10,21,50
1538,0045,12,49,155,12,23,61
1539,0045,13,62,169,10,9,50
1540,0045,14,57,161,13,18,51
1541,0045,15,78,137,6,16,63
1542,0045,16,68,148,10,14,60
1543,0045,17,59,154,15,23,49
1544,0045,18,64,156,7,17,56
1545,0045,19,57,157,14,17,55
1546,0045,20,54,131,4,13,56
1547,0046,0,67,90,37,49,57
1548,0046,1,65,89,43,46,57
1549,0046,2,74,78,53,36,59
1550,0046,3,55,93,53,45,54
1551,0046,4,71,89,50,39,51
1552,0046,5,62,100,36,45,57
1553,0046,6,69,83,37,42,69
1554,0046,7,59,102,39,43,57
1555,0046,8,68,80,38,54,60
1556,0046,9,66,92,43,39,60
1557,0046,10,50,75,50,58,67
1558,0046,11,72,80,45,43,60
1559,0046,12,67,88,33,39,73
1560,0046,13,73,100,38,34,55
1561,0046,14,62,95,37,53,53
1562,0046,15,48,111,40,40,61
1563,0046,16,73,81,46,40,60
1564,0046,17,66,92,52,40,50
1565,0046,18,29,27,17,16,17
1566,0047,0,74,55,50,49,72
1567,0047,1,73,63,62,46,56
1568,0047,2,69,71,42,49,69
1569,0047,3,71,56,70,47,56
1570,0047,4,66,60,60,64,50
1571,0047,5,89,53,42,51,65
1572,0047,6,65,66,55,61,53
1573,0047,7,65,68,43,62,62
1574,0047,8,59,79,38,65,59
1575,0047,9,86,55,46,54,59
1576,0047,10,55,61,57,62,65
1577,0047,11,65,68,61,47,59
1578,0047,12,68,52,56,54,70
1579,0047,13,71,54,53,55,67
1580,0047,14,81,68,40,48,63
1581,0047,15,73,74,46,52,55
1582,0047,16,62,58,41,63,76
1583,0047,17,69,63,57,61,50
1584,0047,18,85,52,55,50,58
1585,0047,19,80,56,46,60,58
1586,0047,20,72,70,62,47,49
1587,0047,21,79,60,71,38,52
1588,0047,22,58,73,52,52,65
1589,0047,23,65,73,43,59,60
1590,0047,24,60,62,48,69,61
1591,0047,25,64,63,61,41,71
1592,0047,26,69,74,52,51,54
1593,0047,27,73,59,53,49,66
1594,0047,28,73,55,46,62,64
1595,0047,29,69,60,48,49,74
1596,0047,30,59,58,49,63,71
1597,0047,31,75,74,51,49,51
1598,0047,32,75,59,53,51,62
1599,0047,33,81,64,52,56,47
1600,0047,34,70,64,52,64,50
1601,0047,35,66,70,45,64,55
1602,0047,36,65,72,53,50,60
1603,0047,37,53,67,64,53,63
1604,0047,38,61,66,45,52,76
1605,0047,39,64,71,54,45,66
